id,userId,qrCode,documents,serviceId,date,id,referenceNumber,status,createdAt,timeSlot,updatedAt,notes,departmentId
"demo-appointment-088","demo-citizen-001","QR-RENEWAL-78-20250910","[]","demo-service-passport-renewal","2025-09-10T05:38:00.899Z","demo-appointment-088","GE-2025-088","pending","2025-07-08T05:34:19.305Z","15:30-16:33","2025-07-27T04:02:33.516Z","Appointment for passport renewal","demo-dept-motor-traffic"
"demo-appointment-089","demo-citizen-001","QR-CLEARANCE-79-20250809","[]","demo-service-tax-clearance","2025-08-08T21:23:39.820Z","demo-appointment-089","GE-2025-089","cancelled","2025-08-01T11:02:28.608Z","16:00-16:36","2025-07-23T22:23:03.155Z","Appointment for tax clearance","demo-dept-motor-traffic"
"demo-appointment-090","demo-citizen-001","QR-CERTIFICATE-80-20250716","[]","demo-service-marriage-certificate","2025-07-16T08:17:11.749Z","demo-appointment-090","GE-2025-090","completed","2025-06-22T23:04:12.259Z","09:00-10:08","2025-08-02T16:48:43.664Z","Appointment for marriage certificate","demo-dept-inland-revenue"
"demo-appointment-091","demo-citizen-001","QR-REGISTRATION-81-20250710","[]","demo-service-tax-registration","2025-07-09T19:17:57.765Z","demo-appointment-091","GE-2025-091","completed","2025-05-31T03:31:52.440Z","09:00-10:07","2025-08-13T00:49:27.116Z","Appointment for tax registration","demo-dept-motor-traffic"
"demo-appointment-092","demo-citizen-001","QR-APPLICATION-82-20250908","[]","demo-service-passport-application","2025-09-08T10:40:09.916Z","demo-appointment-092","GE-2025-092","confirmed","2025-07-15T09:38:58.794Z","14:00-15:25","2025-07-24T11:19:48.269Z","Appointment for passport application","demo-dept-motor-traffic"
"demo-appointment-093","demo-citizen-001","QR-CERTIFICATE-83-20250720","[]","demo-service-birth-certificate","2025-07-20T14:48:58.619Z","demo-appointment-093","GE-2025-093","cancelled","2025-06-30T16:46:29.432Z","11:30-12:16","2025-08-05T08:26:45.870Z","Appointment for birth certificate","demo-dept-motor-traffic"
"demo-appointment-094","demo-citizen-001","QR-REGISTRATION-84-20250704","[]","demo-service-vehicle-registration","2025-07-04T08:24:09.955Z","demo-appointment-094","GE-2025-094","completed","2025-06-05T08:18:38.221Z","09:00-10:10","2025-08-09T22:18:29.577Z","Appointment for vehicle registration","demo-dept-registrar-general"
"demo-appointment-095","demo-citizen-001","QR-REGISTRATION-85-20250725","[]","demo-service-vehicle-registration","2025-07-25T05:52:39.057Z","demo-appointment-095","GE-2025-095","cancelled","2025-07-24T03:28:11.692Z","13:30-14:51","2025-08-12T04:44:47.511Z","Appointment for vehicle registration","demo-dept-motor-traffic"
"demo-appointment-096","demo-citizen-001","QR-FILING-86-20250726","[]","demo-service-tax-filing","2025-07-26T06:32:51.994Z","demo-appointment-096","GE-2025-096","cancelled","2025-06-09T02:52:46.840Z","16:00-17:08","2025-08-10T13:43:50.498Z","Appointment for tax filing","demo-dept-motor-traffic"
"demo-appointment-097","demo-citizen-001","QR-REGISTRATION-87-20250911","[]","demo-service-vehicle-registration","2025-09-11T10:31:00.627Z","demo-appointment-097","GE-2025-097","confirmed","2025-06-25T20:08:39.290Z","11:00-11:38","2025-07-18T06:36:48.703Z","Appointment for vehicle registration","demo-dept-immigration"
"demo-appointment-098","demo-citizen-001","QR-REGISTRATION-88-20250719","[]","demo-service-vehicle-registration","2025-07-18T23:22:07.316Z","demo-appointment-098","GE-2025-098","completed","2025-07-02T23:06:29.713Z","09:00-10:05","2025-08-03T08:35:38.034Z","Appointment for vehicle registration","demo-dept-motor-traffic"
"demo-appointment-099","demo-citizen-001","QR-REGISTRATION-89-20250705","[]","demo-service-tax-registration","2025-07-05T10:31:39.591Z","demo-appointment-099","GE-2025-099","completed","2025-08-15T08:31:18.256Z","15:30-16:39","2025-08-08T10:56:50.519Z","Appointment for tax registration","demo-dept-immigration"
"demo-appointment-100","demo-citizen-001","QR-RENEWAL-90-20250729","[]","demo-service-license-renewal","2025-07-29T10:37:38.784Z","demo-appointment-100","GE-2025-100","completed","2025-05-24T00:07:51.238Z","13:30-14:27","2025-07-25T18:38:33.380Z","Appointment for license renewal","demo-dept-registrar-general"
"demo-appointment-101","demo-citizen-001","QR-CERTIFICATE-91-20250812","[]","demo-service-birth-certificate","2025-08-12T05:51:01.054Z","demo-appointment-101","GE-2025-101","cancelled","2025-05-31T13:14:14.698Z","08:30-09:42","2025-08-16T12:22:34.696Z","Appointment for birth certificate","demo-dept-inland-revenue"
"demo-appointment-102","demo-citizen-001","QR-CERTIFICATE-92-20250813","[]","demo-service-birth-certificate","2025-08-13T06:17:27.224Z","demo-appointment-102","GE-2025-102","cancelled","2025-06-26T16:31:29.690Z","16:00-17:08","2025-08-14T22:30:41.318Z","Appointment for birth certificate","demo-dept-motor-traffic"
"demo-appointment-103","demo-citizen-001","QR-EXTENSION-93-20250804","[]","demo-service-visa-extension","2025-08-04T05:38:45.697Z","demo-appointment-103","GE-2025-103","cancelled","2025-07-03T18:35:00.351Z","13:30-14:41","2025-08-01T05:55:03.087Z","Appointment for visa extension","demo-dept-registrar-general"
"demo-appointment-104","demo-citizen-001","QR-RENEWAL-94-20250715","[]","demo-service-license-renewal","2025-07-15T08:58:52.317Z","demo-appointment-104","GE-2025-104","completed","2025-07-08T19:58:02.760Z","13:00-13:33","2025-07-30T00:30:02.161Z","Appointment for license renewal","demo-dept-inland-revenue"
"demo-appointment-105","demo-citizen-001","QR-EXTENSION-95-20250905","[]","demo-service-visa-extension","2025-09-05T09:00:23.991Z","demo-appointment-105","GE-2025-105","pending","2025-07-03T00:29:13.695Z","13:30-14:53","2025-07-24T18:49:18.932Z","Appointment for visa extension","demo-dept-motor-traffic"
"demo-appointment-106","demo-citizen-001","QR-RENEWAL-96-20250911","[]","demo-service-passport-renewal","2025-09-11T05:29:04.833Z","demo-appointment-106","GE-2025-106","confirmed","2025-08-08T17:21:23.823Z","08:30-09:30","2025-07-18T20:21:30.353Z","Appointment for passport renewal","demo-dept-registrar-general"
"demo-appointment-107","demo-citizen-001","QR-LICENSE-97-20250909","[]","demo-service-driving-license","2025-09-09T17:28:08.515Z","demo-appointment-107","GE-2025-107","confirmed","2025-06-25T19:51:30.082Z","10:30-11:36","2025-08-08T10:29:21.778Z","Appointment for driving license","demo-dept-immigration"
"demo-appointment-108","demo-citizen-001","QR-CERTIFICATE-98-20250730","[]","demo-service-birth-certificate","2025-07-30T05:04:43.458Z","demo-appointment-108","GE-2025-108","cancelled","2025-08-11T16:38:23.941Z","11:30-12:30","2025-08-16T02:09:43.531Z","Appointment for birth certificate","demo-dept-registrar-general"
"demo-appointment-109","demo-citizen-001","QR-FILING-99-20250723","[]","demo-service-tax-filing","2025-07-23T08:11:49.717Z","demo-appointment-109","GE-2025-109","no-show","2025-05-20T05:52:33.124Z","11:00-11:42","2025-08-10T06:02:27.106Z","Appointment for tax filing","demo-dept-immigration"
"demo-appointment-110","demo-citizen-001","QR-CERTIFICATE-100-20250901","[]","demo-service-death-certificate","2025-08-31T22:35:34.904Z","demo-appointment-110","GE-2025-110","confirmed","2025-06-05T03:04:37.039Z","10:30-11:28","2025-08-08T16:28:51.010Z","Appointment for death certificate","demo-dept-registrar-general"
"demo-appointment-111","demo-citizen-001","QR-EXTENSION-101-20250816","[]","demo-service-visa-extension","2025-08-16T02:54:58.477Z","demo-appointment-111","GE-2025-111","no-show","2025-08-09T05:06:50.840Z","15:30-16:29","2025-07-23T17:12:51.637Z","Appointment for visa extension","demo-dept-motor-traffic"
"demo-appointment-112","demo-citizen-001","QR-CERTIFICATE-102-20250811","[]","demo-service-marriage-certificate","2025-08-11T05:04:32.078Z","demo-appointment-112","GE-2025-112","completed","2025-05-27T01:07:06.292Z","09:30-10:13","2025-08-10T18:37:25.081Z","Appointment for marriage certificate","demo-dept-registrar-general"
"demo-appointment-113","demo-citizen-001","QR-CERTIFICATE-103-20250813","[]","demo-service-death-certificate","2025-08-13T09:43:28.623Z","demo-appointment-113","GE-2025-113","no-show","2025-06-19T07:55:59.680Z","14:00-14:51","2025-08-14T04:39:07.287Z","Appointment for death certificate","demo-dept-registrar-general"
"demo-appointment-114","demo-citizen-001","QR-LICENSE-104-20250806","[]","demo-service-driving-license","2025-08-06T16:10:33.363Z","demo-appointment-114","GE-2025-114","no-show","2025-08-07T21:25:27.524Z","11:30-12:54","2025-08-05T05:19:04.125Z","Appointment for driving license","demo-dept-immigration"
"demo-appointment-115","demo-citizen-001","QR-CERTIFICATE-105-20250825","[]","demo-service-birth-certificate","2025-08-25T00:41:20.984Z","demo-appointment-115","GE-2025-115","confirmed","2025-05-23T06:51:29.597Z","14:00-14:31","2025-08-08T17:25:10.322Z","Appointment for birth certificate","demo-dept-immigration"
"demo-appointment-116","demo-citizen-001","QR-REGISTRATION-106-20250723","[]","demo-service-tax-registration","2025-07-22T19:37:29.705Z","demo-appointment-116","GE-2025-116","no-show","2025-06-03T16:20:39.295Z","10:00-11:21","2025-08-16T00:31:14.169Z","Appointment for tax registration","demo-dept-motor-traffic"
"demo-appointment-117","demo-citizen-001","QR-REGISTRATION-107-20250831","[]","demo-service-vehicle-registration","2025-08-31T03:17:00.375Z","demo-appointment-117","GE-2025-117","confirmed","2025-06-20T18:41:11.203Z","15:30-16:45","2025-07-24T22:36:01.546Z","Appointment for vehicle registration","demo-dept-motor-traffic"
"demo-appointment-118","demo-citizen-001","QR-CERTIFICATE-108-20250822","[]","demo-service-death-certificate","2025-08-22T11:15:09.454Z","demo-appointment-118","GE-2025-118","pending","2025-08-02T02:08:38.612Z","10:00-11:17","2025-07-25T06:56:15.237Z","Appointment for death certificate","demo-dept-inland-revenue"
"demo-appointment-119","demo-citizen-001","QR-CERTIFICATE-109-20250808","[]","demo-service-marriage-certificate","2025-08-08T02:54:27.199Z","demo-appointment-119","GE-2025-119","cancelled","2025-08-01T06:18:57.892Z","14:00-15:10","2025-07-26T12:47:22.996Z","Appointment for marriage certificate","demo-dept-immigration"
"demo-appointment-120","demo-citizen-001","QR-EXTENSION-110-20250721","[]","demo-service-visa-extension","2025-07-21T08:52:12.197Z","demo-appointment-120","GE-2025-120","no-show","2025-07-19T02:13:35.523Z","08:30-09:59","2025-08-06T11:59:24.369Z","Appointment for visa extension","demo-dept-registrar-general"
"demo-appointment-121","demo-citizen-001","QR-REGISTRATION-111-20250819","[]","demo-service-vehicle-registration","2025-08-19T11:52:07.166Z","demo-appointment-121","GE-2025-121","confirmed","2025-05-23T02:42:47.230Z","08:30-09:48","2025-07-25T16:58:54.264Z","Appointment for vehicle registration","demo-dept-registrar-general"
"demo-appointment-122","demo-citizen-001","QR-EXTENSION-112-20250730","[]","demo-service-visa-extension","2025-07-30T14:17:48.393Z","demo-appointment-122","GE-2025-122","completed","2025-05-21T07:51:46.076Z","08:30-09:18","2025-08-11T07:50:38.952Z","Appointment for visa extension","demo-dept-registrar-general"
"demo-appointment-123","demo-citizen-001","QR-RENEWAL-113-20250626","[]","demo-service-passport-renewal","2025-06-25T19:10:47.137Z","demo-appointment-123","GE-2025-123","completed","2025-07-18T08:54:32.959Z","08:30-09:46","2025-08-13T11:45:45.438Z","Appointment for passport renewal","demo-dept-motor-traffic"
"demo-appointment-124","demo-citizen-001","QR-RENEWAL-114-20250822","[]","demo-service-passport-renewal","2025-08-22T17:21:41.734Z","demo-appointment-124","GE-2025-124","pending","2025-06-24T02:15:00.000Z","08:30-09:06","2025-08-06T06:49:55.215Z","Appointment for passport renewal","demo-dept-registrar-general"
"demo-appointment-125","demo-citizen-001","QR-REGISTRATION-115-20250814","[]","demo-service-tax-registration","2025-08-13T21:14:04.475Z","demo-appointment-125","GE-2025-125","cancelled","2025-06-10T13:05:24.855Z","13:30-14:09","2025-07-20T13:20:59.675Z","Appointment for tax registration","demo-dept-inland-revenue"
"demo-appointment-126","demo-citizen-001","QR-REGISTRATION-116-20250724","[]","demo-service-vehicle-registration","2025-07-24T02:22:34.640Z","demo-appointment-126","GE-2025-126","completed","2025-07-05T11:29:49.792Z","13:30-14:21","2025-07-31T10:22:47.124Z","Appointment for vehicle registration","demo-dept-inland-revenue"
"demo-appointment-127","demo-citizen-001","QR-REGISTRATION-117-20250821","[]","demo-service-vehicle-registration","2025-08-21T12:37:01.208Z","demo-appointment-127","GE-2025-127","pending","2025-06-17T15:38:50.499Z","08:30-09:06","2025-08-04T04:15:24.078Z","Appointment for vehicle registration","demo-dept-motor-traffic"
"demo-appointment-128","demo-citizen-001","QR-RENEWAL-118-20250702","[]","demo-service-passport-renewal","2025-07-02T18:18:21.384Z","demo-appointment-128","GE-2025-128","completed","2025-06-05T04:16:37.377Z","11:00-11:50","2025-07-30T14:47:48.254Z","Appointment for passport renewal","demo-dept-inland-revenue"
"demo-appointment-129","demo-citizen-001","QR-RENEWAL-119-20250725","[]","demo-service-passport-renewal","2025-07-25T08:29:34.478Z","demo-appointment-129","GE-2025-129","completed","2025-05-25T01:26:33.360Z","15:00-15:47","2025-08-08T17:15:04.885Z","Appointment for passport renewal","demo-dept-registrar-general"
"demo-appointment-130","demo-citizen-001","QR-FILING-120-20250823","[]","demo-service-tax-filing","2025-08-23T14:48:21.518Z","demo-appointment-130","GE-2025-130","pending","2025-07-15T23:24:53.924Z","10:30-11:00","2025-07-30T13:57:28.679Z","Appointment for tax filing","demo-dept-motor-traffic"
"demo-appointment-131","demo-citizen-001","QR-EXTENSION-121-20250808","[]","demo-service-visa-extension","2025-08-08T09:30:12.601Z","demo-appointment-131","GE-2025-131","no-show","2025-08-09T22:43:54.377Z","16:00-16:38","2025-08-14T11:48:25.169Z","Appointment for visa extension","demo-dept-registrar-general"
"demo-appointment-132","demo-citizen-001","QR-RENEWAL-122-20250716","[]","demo-service-passport-renewal","2025-07-16T01:24:30.640Z","demo-appointment-132","GE-2025-132","completed","2025-07-24T21:38:06.109Z","16:00-17:16","2025-08-07T16:39:26.968Z","Appointment for passport renewal","demo-dept-inland-revenue"
"demo-appointment-133","demo-citizen-001","QR-REGISTRATION-123-20250729","[]","demo-service-tax-registration","2025-07-29T06:22:03.760Z","demo-appointment-133","GE-2025-133","no-show","2025-07-09T23:42:50.056Z","16:00-16:33","2025-07-21T16:39:02.078Z","Appointment for tax registration","demo-dept-immigration"
"demo-appointment-134","demo-citizen-001","QR-CERTIFICATE-124-20250802","[]","demo-service-birth-certificate","2025-08-02T09:04:47.356Z","demo-appointment-134","GE-2025-134","no-show","2025-08-07T15:16:06.305Z","13:00-14:03","2025-08-04T13:59:07.751Z","Appointment for birth certificate","demo-dept-motor-traffic"
"demo-appointment-135","demo-citizen-001","QR-REGISTRATION-125-20250911","[]","demo-service-vehicle-registration","2025-09-11T06:06:31.106Z","demo-appointment-135","GE-2025-135","pending","2025-07-02T05:19:38.233Z","13:00-13:35","2025-08-14T21:58:31.960Z","Appointment for vehicle registration","demo-dept-inland-revenue"
"demo-appointment-136","demo-citizen-001","QR-FILING-126-20250914","[]","demo-service-tax-filing","2025-09-13T21:52:29.803Z","demo-appointment-136","GE-2025-136","confirmed","2025-08-02T22:44:21.731Z","10:00-10:55","2025-07-27T19:21:20.669Z","Appointment for tax filing","demo-dept-immigration"
"demo-appointment-137","demo-citizen-001","QR-CERTIFICATE-127-20250729","[]","demo-service-marriage-certificate","2025-07-29T17:35:27.354Z","demo-appointment-137","GE-2025-137","no-show","2025-07-12T15:47:28.822Z","09:00-10:02","2025-07-31T17:07:57.936Z","Appointment for marriage certificate","demo-dept-immigration"
"demo-appointment-138","demo-citizen-001","QR-LICENSE-128-20250909","[]","demo-service-driving-license","2025-09-08T22:40:33.464Z","demo-appointment-138","GE-2025-138","pending","2025-07-29T12:45:01.974Z","09:00-10:01","2025-07-28T00:12:56.985Z","Appointment for driving license","demo-dept-motor-traffic"
"demo-appointment-139","demo-citizen-001","QR-FILING-129-20250824","[]","demo-service-tax-filing","2025-08-24T15:37:56.139Z","demo-appointment-139","GE-2025-139","confirmed","2025-07-31T19:48:15.003Z","10:00-11:12","2025-08-13T13:03:23.549Z","Appointment for tax filing","demo-dept-inland-revenue"
"demo-appointment-140","demo-citizen-001","QR-CERTIFICATE-130-20250810","[]","demo-service-marriage-certificate","2025-08-10T08:47:53.210Z","demo-appointment-140","GE-2025-140","completed","2025-06-28T11:57:30.589Z","09:00-09:32","2025-08-13T17:00:53.908Z","Appointment for marriage certificate","demo-dept-immigration"
"demo-appointment-141","demo-citizen-001","QR-RENEWAL-131-20250710","[]","demo-service-license-renewal","2025-07-10T01:54:15.230Z","demo-appointment-141","GE-2025-141","completed","2025-05-23T10:25:18.889Z","16:00-17:09","2025-08-03T00:19:35.996Z","Appointment for license renewal","demo-dept-inland-revenue"
"demo-appointment-142","demo-citizen-001","QR-APPLICATION-132-20250718","[]","demo-service-passport-application","2025-07-18T01:01:35.336Z","demo-appointment-142","GE-2025-142","no-show","2025-07-29T12:57:38.689Z","14:30-15:32","2025-07-22T06:27:17.418Z","Appointment for passport application","demo-dept-registrar-general"
"demo-appointment-143","demo-citizen-001","QR-REGISTRATION-133-20250908","[]","demo-service-tax-registration","2025-09-07T23:01:55.807Z","demo-appointment-143","GE-2025-143","pending","2025-07-02T17:39:20.164Z","08:30-09:44","2025-08-13T19:39:10.206Z","Appointment for tax registration","demo-dept-immigration"
"demo-appointment-144","demo-citizen-001","QR-REGISTRATION-134-20250801","[]","demo-service-tax-registration","2025-08-01T11:48:52.295Z","demo-appointment-144","GE-2025-144","completed","2025-07-12T17:27:26.711Z","15:30-16:05","2025-08-08T20:16:43.472Z","Appointment for tax registration","demo-dept-inland-revenue"
"demo-appointment-145","demo-citizen-001","QR-EXTENSION-135-20250804","[]","demo-service-visa-extension","2025-08-04T00:31:08.471Z","demo-appointment-145","GE-2025-145","no-show","2025-07-19T17:00:26.366Z","09:30-10:40","2025-07-21T01:46:54.964Z","Appointment for visa extension","demo-dept-inland-revenue"
"demo-appointment-146","demo-citizen-001","QR-RENEWAL-136-20250805","[]","demo-service-passport-renewal","2025-08-05T18:13:04.612Z","demo-appointment-146","GE-2025-146","no-show","2025-08-08T04:12:20.364Z","13:00-13:35","2025-08-03T14:32:28.231Z","Appointment for passport renewal","demo-dept-motor-traffic"
"demo-appointment-147","demo-citizen-001","QR-CERTIFICATE-137-20250704","[]","demo-service-marriage-certificate","2025-07-04T16:44:16.086Z","demo-appointment-147","GE-2025-147","completed","2025-06-25T07:58:06.433Z","13:30-14:54","2025-08-06T19:07:22.115Z","Appointment for marriage certificate","demo-dept-motor-traffic"
"demo-appointment-148","demo-citizen-001","QR-RENEWAL-138-20250911","[]","demo-service-passport-renewal","2025-09-11T01:05:06.137Z","demo-appointment-148","GE-2025-148","confirmed","2025-06-11T08:43:10.987Z","16:00-16:53","2025-08-14T17:10:53.812Z","Appointment for passport renewal","demo-dept-motor-traffic"
"demo-appointment-149","demo-citizen-001","QR-APPLICATION-139-20250828","[]","demo-service-passport-application","2025-08-27T23:22:37.473Z","demo-appointment-149","GE-2025-149","pending","2025-06-18T20:02:25.201Z","14:30-15:19","2025-08-06T09:21:25.935Z","Appointment for passport application","demo-dept-inland-revenue"
"demo-appointment-150","demo-citizen-001","QR-RENEWAL-140-20250719","[]","demo-service-license-renewal","2025-07-19T15:48:34.394Z","demo-appointment-150","GE-2025-150","cancelled","2025-07-20T11:56:59.403Z","11:30-12:53","2025-07-30T09:44:51.658Z","Appointment for license renewal","demo-dept-registrar-general"
"demo-appointment-151","demo-citizen-001","QR-RENEWAL-141-20250816","[]","demo-service-license-renewal","2025-08-16T05:59:50.648Z","demo-appointment-151","GE-2025-151","no-show","2025-07-14T00:33:28.708Z","08:30-09:03","2025-08-03T20:11:06.110Z","Appointment for license renewal","demo-dept-inland-revenue"
"demo-appointment-152","demo-citizen-001","QR-CERTIFICATE-142-20250825","[]","demo-service-death-certificate","2025-08-25T05:02:47.603Z","demo-appointment-152","GE-2025-152","confirmed","2025-07-21T17:07:23.308Z","08:00-09:21","2025-08-16T04:11:01.588Z","Appointment for death certificate","demo-dept-immigration"
"demo-appointment-153","demo-citizen-001","QR-LICENSE-143-20250726","[]","demo-service-driving-license","2025-07-26T12:42:39.177Z","demo-appointment-153","GE-2025-153","no-show","2025-06-12T01:04:41.373Z","13:00-14:15","2025-07-17T18:52:04.934Z","Appointment for driving license","demo-dept-immigration"
"demo-appointment-154","demo-citizen-001","QR-EXTENSION-144-20250811","[]","demo-service-visa-extension","2025-08-11T06:30:19.385Z","demo-appointment-154","GE-2025-154","completed","2025-07-20T21:13:44.434Z","11:00-11:49","2025-08-01T04:56:47.939Z","Appointment for visa extension","demo-dept-motor-traffic"
"demo-appointment-155","demo-citizen-001","QR-RENEWAL-145-20250722","[]","demo-service-license-renewal","2025-07-22T02:31:03.711Z","demo-appointment-155","GE-2025-155","no-show","2025-06-26T07:05:41.473Z","08:00-08:34","2025-07-26T12:28:33.251Z","Appointment for license renewal","demo-dept-immigration"
"demo-appointment-156","demo-citizen-001","QR-RENEWAL-146-20250806","[]","demo-service-license-renewal","2025-08-06T00:11:17.982Z","demo-appointment-156","GE-2025-156","completed","2025-06-11T17:39:01.764Z","15:00-15:45","2025-08-09T04:08:48.420Z","Appointment for license renewal","demo-dept-inland-revenue"
"demo-appointment-157","demo-citizen-001","QR-FILING-147-20250817","[]","demo-service-tax-filing","2025-08-17T06:45:16.467Z","demo-appointment-157","GE-2025-157","confirmed","2025-08-16T13:09:01.964Z","10:30-11:58","2025-08-03T11:09:34.291Z","Appointment for tax filing","demo-dept-registrar-general"
"demo-appointment-158","demo-citizen-001","QR-REGISTRATION-148-20250822","[]","demo-service-tax-registration","2025-08-21T19:06:25.308Z","demo-appointment-158","GE-2025-158","confirmed","2025-08-16T07:43:17.108Z","10:30-11:59","2025-07-23T08:14:38.685Z","Appointment for tax registration","demo-dept-motor-traffic"
"demo-appointment-159","demo-citizen-001","QR-CERTIFICATE-149-20250718","[]","demo-service-birth-certificate","2025-07-18T15:34:27.549Z","demo-appointment-159","GE-2025-159","cancelled","2025-06-18T18:31:24.014Z","09:00-10:02","2025-07-30T23:38:45.327Z","Appointment for birth certificate","demo-dept-inland-revenue"
"demo-appointment-160","demo-citizen-001","QR-LICENSE-150-20250805","[]","demo-service-driving-license","2025-08-05T02:48:58.398Z","demo-appointment-160","GE-2025-160","cancelled","2025-05-28T22:53:42.065Z","09:30-10:34","2025-08-03T01:48:53.056Z","Appointment for driving license","demo-dept-inland-revenue"
"demo-appointment-161","demo-citizen-001","QR-RENEWAL-151-20250729","[]","demo-service-passport-renewal","2025-07-29T16:24:01.087Z","demo-appointment-161","GE-2025-161","completed","2025-07-15T12:14:12.053Z","15:30-16:34","2025-07-19T03:54:01.256Z","Appointment for passport renewal","demo-dept-immigration"
"demo-appointment-162","demo-citizen-001","QR-CERTIFICATE-152-20250708","[]","demo-service-death-certificate","2025-07-08T16:46:50.221Z","demo-appointment-162","GE-2025-162","completed","2025-07-20T21:27:58.149Z","11:30-12:48","2025-08-13T08:21:44.974Z","Appointment for death certificate","demo-dept-registrar-general"
"demo-appointment-163","demo-citizen-001","QR-APPLICATION-153-20250701","[]","demo-service-passport-application","2025-07-01T11:29:10.524Z","demo-appointment-163","GE-2025-163","completed","2025-07-14T08:44:26.866Z","13:30-14:41","2025-07-17T23:19:00.276Z","Appointment for passport application","demo-dept-motor-traffic"
"demo-appointment-164","demo-citizen-001","QR-CERTIFICATE-154-20250801","[]","demo-service-death-certificate","2025-08-01T01:24:33.085Z","demo-appointment-164","GE-2025-164","no-show","2025-07-23T10:41:28.841Z","14:00-14:55","2025-07-29T21:46:05.588Z","Appointment for death certificate","demo-dept-motor-traffic"
"demo-appointment-165","demo-citizen-001","QR-FILING-155-20250725","[]","demo-service-tax-filing","2025-07-25T12:18:44.841Z","demo-appointment-165","GE-2025-165","no-show","2025-07-20T11:09:25.826Z","15:30-16:41","2025-08-14T05:13:13.129Z","Appointment for tax filing","demo-dept-registrar-general"
"demo-appointment-166","demo-citizen-001","QR-FILING-156-20250813","[]","demo-service-tax-filing","2025-08-13T17:14:30.829Z","demo-appointment-166","GE-2025-166","cancelled","2025-07-30T02:17:42.439Z","11:00-12:26","2025-07-27T11:20:56.694Z","Appointment for tax filing","demo-dept-immigration"
"demo-appointment-167","demo-citizen-001","QR-LICENSE-157-20250705","[]","demo-service-driving-license","2025-07-05T08:43:19.149Z","demo-appointment-167","GE-2025-167","completed","2025-07-29T15:41:50.673Z","11:00-11:40","2025-07-25T03:43:51.911Z","Appointment for driving license","demo-dept-motor-traffic"
"demo-appointment-168","demo-citizen-001","QR-EXTENSION-158-20250801","[]","demo-service-visa-extension","2025-08-01T07:17:04.293Z","demo-appointment-168","GE-2025-168","cancelled","2025-06-07T09:54:37.772Z","08:00-09:23","2025-08-12T05:19:20.997Z","Appointment for visa extension","demo-dept-motor-traffic"
"demo-appointment-169","demo-citizen-001","QR-CLEARANCE-159-20250731","[]","demo-service-tax-clearance","2025-07-30T18:48:20.794Z","demo-appointment-169","GE-2025-169","no-show","2025-07-07T05:01:42.076Z","13:00-14:18","2025-08-08T03:25:23.945Z","Appointment for tax clearance","demo-dept-registrar-general"
"demo-appointment-170","demo-citizen-001","QR-REGISTRATION-160-20250831","[]","demo-service-tax-registration","2025-08-31T01:52:38.505Z","demo-appointment-170","GE-2025-170","confirmed","2025-07-07T23:53:39.240Z","08:30-09:53","2025-08-12T20:43:20.874Z","Appointment for tax registration","demo-dept-immigration"
"demo-appointment-171","demo-citizen-001","QR-CLEARANCE-161-20250910","[]","demo-service-tax-clearance","2025-09-10T13:19:15.644Z","demo-appointment-171","GE-2025-171","pending","2025-07-16T11:48:54.499Z","15:00-15:47","2025-07-30T00:52:24.118Z","Appointment for tax clearance","demo-dept-registrar-general"
"demo-appointment-172","demo-citizen-001","QR-RENEWAL-162-20250802","[]","demo-service-passport-renewal","2025-08-02T17:42:27.488Z","demo-appointment-172","GE-2025-172","no-show","2025-07-09T20:30:29.465Z","08:00-09:02","2025-07-24T20:31:23.827Z","Appointment for passport renewal","demo-dept-registrar-general"
"demo-appointment-173","demo-citizen-001","QR-FILING-163-20250808","[]","demo-service-tax-filing","2025-08-07T21:12:59.740Z","demo-appointment-173","GE-2025-173","cancelled","2025-06-19T07:47:38.511Z","15:30-16:29","2025-07-30T12:20:56.663Z","Appointment for tax filing","demo-dept-registrar-general"
"demo-appointment-174","demo-citizen-001","QR-LICENSE-164-20250724","[]","demo-service-driving-license","2025-07-24T06:03:52.443Z","demo-appointment-174","GE-2025-174","completed","2025-07-23T04:49:10.926Z","08:00-08:48","2025-08-05T13:11:50.849Z","Appointment for driving license","demo-dept-registrar-general"
"demo-appointment-175","demo-citizen-001","QR-REGISTRATION-165-20250709","[]","demo-service-tax-registration","2025-07-09T15:19:56.042Z","demo-appointment-175","GE-2025-175","completed","2025-06-30T11:53:37.360Z","14:00-14:42","2025-08-04T14:11:18.098Z","Appointment for tax registration","demo-dept-inland-revenue"
"demo-appointment-176","demo-citizen-001","QR-EXTENSION-166-20250812","[]","demo-service-visa-extension","2025-08-12T17:05:47.122Z","demo-appointment-176","GE-2025-176","cancelled","2025-06-20T22:13:06.671Z","14:00-14:51","2025-08-15T14:07:05.377Z","Appointment for visa extension","demo-dept-registrar-general"
"demo-appointment-177","demo-citizen-001","QR-FILING-167-20250725","[]","demo-service-tax-filing","2025-07-25T11:35:20.549Z","demo-appointment-177","GE-2025-177","no-show","2025-07-31T11:05:56.610Z","16:00-17:01","2025-07-27T05:24:11.135Z","Appointment for tax filing","demo-dept-registrar-general"
"demo-appointment-178","demo-citizen-001","QR-EXTENSION-168-20250913","[]","demo-service-visa-extension","2025-09-13T01:37:25.824Z","demo-appointment-178","GE-2025-178","confirmed","2025-08-05T01:28:27.584Z","11:00-12:23","2025-08-02T02:39:02.435Z","Appointment for visa extension","demo-dept-registrar-general"
